,phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target,domain,date_acquired,status
6066,8021841,https://faturaportomais.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021841,2023-01-31T15:38:15+00:00,yes,2023-01-31T19:12:19+00:00,yes,Other,faturaportomais.com,,
6067,8021839,https://centralportofatur.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021839,2023-01-31T15:37:34+00:00,yes,2023-01-31T19:42:11+00:00,yes,Other,centralportofatur.com,,
6068,8021833,https://febbc12.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021833,2023-01-31T15:32:25+00:00,yes,2023-01-31T15:42:14+00:00,yes,Other,febbc12.godaddysites.com,,
6070,8021830,http://pharse-recovery-loremipsumdoolorsitametconsectet.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=8021830,2023-01-31T15:26:23+00:00,yes,2023-01-31T15:33:13+00:00,yes,Other,pharse-recovery-loremipsumdoolorsitametconsectet.sbs,,
6071,8021828,https://metamask.io.dapp-zendesk.sbs/,http://www.phishtank.com/phish_detail.php?phish_id=8021828,2023-01-31T15:25:15+00:00,yes,2023-01-31T15:33:13+00:00,yes,Other,metamask.io.dapp-zendesk.sbs,,
6072,8021823,http://pancakeswapfinance.li,http://www.phishtank.com/phish_detail.php?phish_id=8021823,2023-01-31T15:24:46+00:00,yes,2023-01-31T15:33:13+00:00,yes,Other,pancakeswapfinance.li,,
6073,8021821,http://194.182.176.199/s-l-z?486866963-euvladia@hotmail.com?qs=29208562d086035dbb72a4e7e292dab7ecd4066d11edb64560f932891248b5498c4d10cc7a0da8d7c26cdb29f106d4001277048a5486866963,http://www.phishtank.com/phish_detail.php?phish_id=8021821,2023-01-31T15:23:24+00:00,yes,2023-01-31T18:12:28+00:00,yes,Other,194.182.176.199,,
6074,8021818,https://dev-bancobogota2023113x1.pantheonsite.io/,http://www.phishtank.com/phish_detail.php?phish_id=8021818,2023-01-31T15:18:52+00:00,yes,2023-01-31T15:22:26+00:00,yes,Other,dev-bancobogota2023113x1.pantheonsite.io,,
6075,8021817,https://mibanco-online.es/,http://www.phishtank.com/phish_detail.php?phish_id=8021817,2023-01-31T15:18:13+00:00,yes,2023-01-31T15:22:26+00:00,yes,Other,mibanco-online.es,,
6076,8021815,https://bellsouth-att-verification-db6f65.webflow.io/,http://www.phishtank.com/phish_detail.php?phish_id=8021815,2023-01-31T15:16:14+00:00,yes,2023-01-31T15:22:26+00:00,yes,Other,bellsouth-att-verification-db6f65.webflow.io,,
6078,8021813,https://checkingmail23.weeblysite.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021813,2023-01-31T15:16:08+00:00,yes,2023-01-31T15:22:26+00:00,yes,Other,checkingmail23.weeblysite.com,,
6084,8021777,https://daueyzw.thesdadw.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8021777,2023-01-31T15:02:42+00:00,yes,2023-01-31T15:11:52+00:00,yes,Other,daueyzw.thesdadw.repl.co,,
6085,8021776,https://xgwup.thesdadw.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8021776,2023-01-31T15:02:41+00:00,yes,2023-01-31T15:11:52+00:00,yes,Other,xgwup.thesdadw.repl.co,,
6086,8021773,http://mkikisyayt.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8021773,2023-01-31T15:02:15+00:00,yes,2023-01-31T15:11:52+00:00,yes,Apple,mkikisyayt.duckdns.org,,
6087,8021768,http://lnfo-apps.eu/ServerPlan/aspnet-client.php,http://www.phishtank.com/phish_detail.php?phish_id=8021768,2023-01-31T14:59:58+00:00,yes,2023-01-31T15:03:58+00:00,yes,Other,lnfo-apps.eu,,
6088,8021766,https://bowedknownwebsites--volarmix3.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021766,2023-01-31T14:59:36+00:00,yes,2023-01-31T15:03:58+00:00,yes,Other,bowedknownwebsites--volarmix3.repl.co,,
6089,8021760,http://vystarcu.fivestargina.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021760,2023-01-31T14:53:15+00:00,yes,2023-01-31T15:03:58+00:00,yes,Other,vystarcu.fivestargina.com,,
6090,8021761,https://rwvconstruction.com/one/VystarCU/vystarcu.org_/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021761,2023-01-31T14:53:15+00:00,yes,2023-01-31T18:52:25+00:00,yes,Other,rwvconstruction.com,,
6091,8021759,https://web.pancake.run/,http://www.phishtank.com/phish_detail.php?phish_id=8021759,2023-01-31T14:52:01+00:00,yes,2023-01-31T15:03:58+00:00,yes,Other,web.pancake.run,,
6092,8021758,https://bowedknownwebsites.volarmix3.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021758,2023-01-31T14:50:49+00:00,yes,2023-01-31T15:03:58+00:00,yes,Other,bowedknownwebsites.volarmix3.repl.co,,
6093,8021757,https://73ge.short.gy/Zudzcj,http://www.phishtank.com/phish_detail.php?phish_id=8021757,2023-01-31T14:50:47+00:00,yes,2023-01-31T14:52:26+00:00,yes,Other,73ge.short.gy,,
6094,8021756,https://id.aruba.internationale-moebelspedition.de/,http://www.phishtank.com/phish_detail.php?phish_id=8021756,2023-01-31T14:49:38+00:00,yes,2023-01-31T22:03:39+00:00,yes,Other,id.aruba.internationale-moebelspedition.de,,
6095,8021752,https://credlfoz-app.appssl.top/cfz.jpg/sign-in/us-home/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021752,2023-01-31T14:47:55+00:00,yes,2023-01-31T20:12:25+00:00,yes,Other,credlfoz-app.appssl.top,,
6098,8021742,https://go-ggpost.site/view/62549910935,http://www.phishtank.com/phish_detail.php?phish_id=8021742,2023-01-31T14:38:33+00:00,yes,2023-01-31T14:41:54+00:00,yes,Other,go-ggpost.site,,
6101,8021728,https://studio3occhiali.lt.emlnk.com/Prod/link-tracker?notrack=1&redirectUrl=aHR0cHMlM0ElMkYlMkZpcGZzLmlvJTJGaXBmcyUyRmJhZnliZWlnY3dtdDV0ZmZxNm5yMzJ1a283ZG5kbHc1ZDNycjVlM3RuaGpjYXBsYTJjbzRyZWh2cnllJTJGc2lscmFzaF9vd2FyNjM4MzcuaHRtbA==&sig=FpGiuiSQ7RFaDczNT5UsGhMqiVkWyr1LqoYugmKp1GgB&iat=1675042375&a=%7C%7C68803232%7C%7C&account=studio3occhiali%2Eactivehosted%2Ecom&email=4zrac6BReox1aVy2j7n8kmSw%2FEIFcBk6RE69mmh0fMg%3D&s=5c2667973bc53f3aa6f9c6930ecc0373&i=2A4A,http://www.phishtank.com/phish_detail.php?phish_id=8021728,2023-01-31T14:26:02+00:00,yes,2023-01-31T14:32:37+00:00,yes,Other,studio3occhiali.lt.emlnk.com,,
6102,8021721,https://segur1eebisabo.nirrans.repl.co/des/index.php,http://www.phishtank.com/phish_detail.php?phish_id=8021721,2023-01-31T14:24:40+00:00,yes,2023-01-31T14:32:37+00:00,yes,Other,segur1eebisabo.nirrans.repl.co,,
6103,8021719,http://mnupormmbh.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8021719,2023-01-31T14:23:36+00:00,yes,2023-01-31T14:32:37+00:00,yes,Apple,mnupormmbh.duckdns.org,,
6106,8021710,http://entra-ora-it.67-223-117-171.cprapid.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021710,2023-01-31T14:14:10+00:00,yes,2023-01-31T14:22:24+00:00,yes,Other,entra-ora-it.67-223-117-171.cprapid.com,,
6110,8021695,https://rootdnsmanagerclient.barterreurope.com/login/,http://www.phishtank.com/phish_detail.php?phish_id=8021695,2023-01-31T14:02:04+00:00,yes,2023-01-31T14:12:24+00:00,yes,Other,rootdnsmanagerclient.barterreurope.com,,
6111,8021693,https://oukiner.solemateldt.de/d0OO95fL,http://www.phishtank.com/phish_detail.php?phish_id=8021693,2023-01-31T14:01:43+00:00,yes,2023-01-31T14:03:56+00:00,yes,Other,oukiner.solemateldt.de,,
6112,8021692,http://blnperte.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021692,2023-01-31T13:57:50+00:00,yes,2023-01-31T14:03:56+00:00,yes,Other,blnperte.com,,
6114,8021684,https://singlelightheartedratio.d24423.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8021684,2023-01-31T13:47:48+00:00,yes,2023-01-31T13:52:21+00:00,yes,Other,singlelightheartedratio.d24423.repl.co,,
6115,8021683,https://singlelightheartedratio--d24423.repl.co/,http://www.phishtank.com/phish_detail.php?phish_id=8021683,2023-01-31T13:47:46+00:00,yes,2023-01-31T18:12:28+00:00,yes,Other,singlelightheartedratio--d24423.repl.co,,
6118,8021674,https://modifie22.s3.us-west-004.backblazeb2.com/index+(2).html,http://www.phishtank.com/phish_detail.php?phish_id=8021674,2023-01-31T13:39:04+00:00,yes,2023-01-31T13:42:01+00:00,yes,Microsoft,modifie22.s3.us-west-004.backblazeb2.com,,
6121,8021652,https://senioren-in-wangen.de/clienti/it/,http://www.phishtank.com/phish_detail.php?phish_id=8021652,2023-01-31T12:58:09+00:00,yes,2023-01-31T13:03:43+00:00,yes,Other,senioren-in-wangen.de,,
6122,8021648,https://hro.megdom.top/,http://www.phishtank.com/phish_detail.php?phish_id=8021648,2023-01-31T12:46:03+00:00,yes,2023-01-31T12:51:53+00:00,yes,Other,hro.megdom.top,,
6123,8021647,https://fia.megdom.top/,http://www.phishtank.com/phish_detail.php?phish_id=8021647,2023-01-31T12:45:30+00:00,yes,2023-01-31T12:51:53+00:00,yes,Other,fia.megdom.top,,
6124,8021646,https://wlg.megdom.top/,http://www.phishtank.com/phish_detail.php?phish_id=8021646,2023-01-31T12:45:09+00:00,yes,2023-01-31T12:51:53+00:00,yes,Other,wlg.megdom.top,,
6125,8021645,https://uwh.megdom.top/,http://www.phishtank.com/phish_detail.php?phish_id=8021645,2023-01-31T12:44:51+00:00,yes,2023-01-31T12:51:53+00:00,yes,Other,uwh.megdom.top,,
6127,8021643,https://connessionedatisconosciuti.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021643,2023-01-31T12:42:28+00:00,yes,2023-01-31T12:51:53+00:00,yes,Other,connessionedatisconosciuti.com,,
6129,8021641,https://arstaoptik.se/ch/de,http://www.phishtank.com/phish_detail.php?phish_id=8021641,2023-01-31T12:36:40+00:00,yes,2023-01-31T12:41:47+00:00,yes,Other,arstaoptik.se,,
6130,8021638,https://x8830.infura-ipfs.io/ipfs/QmQsc7gTQZjf8yaMe3GgsBKDHfMzDT2Rt3UPCSBLuo2Cd7,http://www.phishtank.com/phish_detail.php?phish_id=8021638,2023-01-31T12:36:38+00:00,yes,2023-01-31T12:41:47+00:00,yes,Other,x8830.infura-ipfs.io,,
6131,8021639,https://ad-dlvr17.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021639,2023-01-31T12:36:38+00:00,yes,2023-01-31T12:41:47+00:00,yes,Other,ad-dlvr17.weebly.com,,
6134,8021629,https://www.asmatu.es/wp/privacy-policy/,http://www.phishtank.com/phish_detail.php?phish_id=8021629,2023-01-31T12:30:11+00:00,yes,2023-01-31T12:41:47+00:00,yes,Other,www.asmatu.es,,
6137,8021622,https://ae346d0c.sibforms.com/serve/MUIEAEinM3no1kIg0EFhfFubUApbLqQ2rZoulW_PseaJFklZHgbXv_iCtBg-4Vz41cGpBitxSgHqw3ch0rxgxkyb62p1tniMBD4fXfD1MFJnZ_PHkYkoU77hNLLZ24p619ljaDIWPZkfRgapACnEI4HLBXhJQ0Kzq2srFcQpb_S6iKFeiYYp1wjWHcLDLB7hP5b8SmVPr0_HTBaW,http://www.phishtank.com/phish_detail.php?phish_id=8021622,2023-01-31T12:30:07+00:00,yes,2023-01-31T14:03:56+00:00,yes,Other,ae346d0c.sibforms.com,,
6138,8021624,https://ag-d-konto-login.itsaol.com/de-ag/,http://www.phishtank.com/phish_detail.php?phish_id=8021624,2023-01-31T12:30:07+00:00,yes,2023-01-31T12:41:47+00:00,yes,Other,ag-d-konto-login.itsaol.com,,
6140,8021613,https://www.goun-etac-co.quandmn.xelbwje.cn/jp,http://www.phishtank.com/phish_detail.php?phish_id=8021613,2023-01-31T12:19:27+00:00,yes,2023-01-31T12:22:24+00:00,yes,Other,www.goun-etac-co.quandmn.xelbwje.cn,,
6144,8021602,https://xn--janeiro-na-palma-da-mo-x4b.com/luiza/?userID=&uri=By841+tAYJVwI/vHTS5GES/qjQYR9LQ7OVFkbMwkwo4=,http://www.phishtank.com/phish_detail.php?phish_id=8021602,2023-01-31T12:07:32+00:00,yes,2023-01-31T12:12:14+00:00,yes,Other,xn--janeiro-na-palma-da-mo-x4b.com,,
6146,8021594,http://verificastatomobile.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021594,2023-01-31T11:54:33+00:00,yes,2023-01-31T12:04:41+00:00,yes,Other,verificastatomobile.com,,
6148,8021592,https://resetportaledati.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021592,2023-01-31T11:52:26+00:00,yes,2023-01-31T12:04:41+00:00,yes,Other,resetportaledati.com,,
6150,8021591,https://contrattorestrittivoutentesconosciuto.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021591,2023-01-31T11:48:57+00:00,yes,2023-01-31T11:51:55+00:00,yes,Other,contrattorestrittivoutentesconosciuto.com,,
6152,8021572,https://billionand15.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021572,2023-01-31T11:23:36+00:00,yes,2023-01-31T11:32:36+00:00,yes,Other,billionand15.com,,
6156,8021561,https://phantom-app.growfastorganic.in/Coin/fdd5ff6/Phantom.html,http://www.phishtank.com/phish_detail.php?phish_id=8021561,2023-01-31T11:17:01+00:00,yes,2023-01-31T11:21:46+00:00,yes,Other,phantom-app.growfastorganic.in,,
6157,8021555,https://webmails.plugger.best/correspondences.html?dual=bm9jQGNsb3VkZmxhcmUuY29t,http://www.phishtank.com/phish_detail.php?phish_id=8021555,2023-01-31T11:14:23+00:00,yes,2023-02-06T11:33:06+00:00,yes,Other,webmails.plugger.best,,
6159,8021553,https://www.protocolpikaprotocol.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021553,2023-01-31T11:09:56+00:00,yes,2023-01-31T11:21:47+00:00,yes,Other,www.protocolpikaprotocol.com,,
6161,8021552,https://grp02-id-rakute.co.jp.razeesk.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021552,2023-01-31T11:08:00+00:00,yes,2023-01-31T11:12:27+00:00,yes,Rakuten,grp02-id-rakute.co.jp.razeesk.cn,,
6162,8021550,http://ameli-contact.org/,http://www.phishtank.com/phish_detail.php?phish_id=8021550,2023-01-31T11:07:59+00:00,yes,2023-01-31T11:12:27+00:00,yes,Other,ameli-contact.org,,
6163,8021549,https://grp02-id-rakute.co.jp.ucqj0td.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021549,2023-01-31T11:06:29+00:00,yes,2023-01-31T11:12:27+00:00,yes,Rakuten,grp02-id-rakute.co.jp.ucqj0td.cn,,
6165,8021546,https://grp02-id-rakute.co.jp.kpemngu.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021546,2023-01-31T11:01:51+00:00,yes,2023-01-31T11:04:34+00:00,yes,Rakuten,grp02-id-rakute.co.jp.kpemngu.cn,,
6166,8021544,https://grp02-id-rakute.co.jp.yinfjcj.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021544,2023-01-31T11:01:14+00:00,yes,2023-01-31T11:04:34+00:00,yes,Rakuten,grp02-id-rakute.co.jp.yinfjcj.cn,,
6167,8021545,https://www.openocean-finance.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021545,2023-01-31T11:01:14+00:00,yes,2023-01-31T11:21:47+00:00,yes,Other,www.openocean-finance.com,,
6168,8021541,https://grp02-id-rakute.co.jp.gmfvdph.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021541,2023-01-31T11:00:15+00:00,yes,2023-01-31T11:04:34+00:00,yes,Rakuten,grp02-id-rakute.co.jp.gmfvdph.cn,,
6169,8021524,http://www.dnata.florenceuniversal.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021524,2023-01-31T10:27:20+00:00,yes,2023-01-31T10:32:33+00:00,yes,Other,www.dnata.florenceuniversal.com,,
6170,8021520,https://looksrare.marketpluse.site/,http://www.phishtank.com/phish_detail.php?phish_id=8021520,2023-01-31T10:18:14+00:00,yes,2023-01-31T10:21:58+00:00,yes,Other,looksrare.marketpluse.site,,
6171,8021519,https://dbs-lah.top/,http://www.phishtank.com/phish_detail.php?phish_id=8021519,2023-01-31T10:16:51+00:00,yes,2023-01-31T10:21:58+00:00,yes,Other,dbs-lah.top,,
6172,8021517,https://fin-school-pl.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021517,2023-01-31T10:08:25+00:00,yes,2023-01-31T10:13:21+00:00,yes,Other,fin-school-pl.com,,
6173,8021516,http://msghnkebks.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8021516,2023-01-31T10:05:31+00:00,yes,2023-01-31T10:13:21+00:00,yes,Apple,msghnkebks.duckdns.org,,
6176,8021512,http://zaboevm.xyz,http://www.phishtank.com/phish_detail.php?phish_id=8021512,2023-01-31T09:56:56+00:00,yes,2023-01-31T10:04:23+00:00,yes,Other,zaboevm.xyz,,
6179,8021509,http://onlinembank-pl.myvnc.com,http://www.phishtank.com/phish_detail.php?phish_id=8021509,2023-01-31T09:53:32+00:00,yes,2023-02-05T05:04:38+00:00,yes,Other,onlinembank-pl.myvnc.com,,
6182,8021503,https://marketingtechnologies.es/wp-admin/whidhet/f4db9c3b86f73456f/,http://www.phishtank.com/phish_detail.php?phish_id=8021503,2023-01-31T09:33:15+00:00,yes,2023-01-31T09:41:46+00:00,yes,Other,marketingtechnologies.es,,
6184,8021500,https://consigli-utili-per-la-sicurezza-online.misecure.com/Codice-Cliente-o-username/Consigli-sulla-sicurezza/La-banca-digitale/.a1b2c3/8e9cab05d8a7c2ed5fa521c6f585a168/login,http://www.phishtank.com/phish_detail.php?phish_id=8021500,2023-01-31T09:30:51+00:00,yes,2023-01-31T09:52:21+00:00,yes,Other,consigli-utili-per-la-sicurezza-online.misecure.com,,
6185,8021494,http://server.dgsinternational.it/file/home/loginip/avvizo/importante1.php,http://www.phishtank.com/phish_detail.php?phish_id=8021494,2023-01-31T08:58:10+00:00,yes,2023-01-31T09:04:32+00:00,yes,Other,server.dgsinternational.it,,
6186,8021490,https://reslanttough.tk/help/?21121672651002,http://www.phishtank.com/phish_detail.php?phish_id=8021490,2023-01-31T08:40:37+00:00,yes,2023-01-31T08:52:06+00:00,yes,Other,reslanttough.tk,,
6187,8021489,https://swapswap15panc16.ru/,http://www.phishtank.com/phish_detail.php?phish_id=8021489,2023-01-31T08:40:30+00:00,yes,2023-01-31T08:52:06+00:00,yes,Other,swapswap15panc16.ru,,
6188,8021487,https://phantomlabs.pw/,http://www.phishtank.com/phish_detail.php?phish_id=8021487,2023-01-31T08:39:29+00:00,yes,2023-01-31T08:41:50+00:00,yes,Other,phantomlabs.pw,,
6189,8021485,https://knowingpessimistictype.encuentro25k.repl.co/index1.html,http://www.phishtank.com/phish_detail.php?phish_id=8021485,2023-01-31T08:38:39+00:00,yes,2023-01-31T08:41:50+00:00,yes,Other,knowingpessimistictype.encuentro25k.repl.co,,
6190,8021483,https://dellveryollx3977.3468301.xyz,http://www.phishtank.com/phish_detail.php?phish_id=8021483,2023-01-31T08:36:55+00:00,yes,2023-01-31T08:41:50+00:00,yes,Bank Millennium,dellveryollx3977.3468301.xyz,,
6192,8021480,http://b953965125a.erikthomas.be/?b953965125a&serv=acv-synergy.fr,http://www.phishtank.com/phish_detail.php?phish_id=8021480,2023-01-31T08:36:07+00:00,yes,2023-01-31T08:41:50+00:00,yes,Other,b953965125a.erikthomas.be,,
6194,8021476,http://77318ece525.erikthomas.be/ov/?serv=valcobreizh.fr,http://www.phishtank.com/phish_detail.php?phish_id=8021476,2023-01-31T08:34:34+00:00,yes,2023-01-31T08:41:50+00:00,yes,Other,77318ece525.erikthomas.be,,
6195,8021475,https://sicur-sienps.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021475,2023-01-31T08:33:58+00:00,yes,2023-01-31T08:41:50+00:00,yes,Other,sicur-sienps.com,,
6197,8021465,https://www.saleimfive.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021465,2023-01-31T08:25:11+00:00,yes,2023-01-31T08:32:52+00:00,yes,Other,www.saleimfive.com,,
6199,8021463,https://bnppraibas.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021463,2023-01-31T08:25:10+00:00,yes,2023-01-31T08:32:52+00:00,yes,Other,bnppraibas.com,,
6200,8021459,https://schooly.us/wpcont/1&1/source/?email=redacted@abuse.ionos.com,http://www.phishtank.com/phish_detail.php?phish_id=8021459,2023-01-31T08:22:39+00:00,yes,2023-01-31T08:32:52+00:00,yes,Other,schooly.us,,
6203,8021453,https://molkerei-beggerow.de/clienti/it/,http://www.phishtank.com/phish_detail.php?phish_id=8021453,2023-01-31T08:09:43+00:00,yes,2023-01-31T08:12:56+00:00,yes,Other,molkerei-beggerow.de,,
6204,8021452,http://retratisdanio.stinalfmadren.store/,http://www.phishtank.com/phish_detail.php?phish_id=8021452,2023-01-31T08:09:01+00:00,yes,2023-01-31T08:12:56+00:00,yes,Other,retratisdanio.stinalfmadren.store,,
6205,8021451,https://www.stefaniabelliartist.com/gqfghjkhgjfh/007xenstry/Serviziorinno.php,http://www.phishtank.com/phish_detail.php?phish_id=8021451,2023-01-31T08:08:56+00:00,yes,2023-01-31T08:12:56+00:00,yes,Other,www.stefaniabelliartist.com,,
6206,8021450,https://payment.dobbu.cn/,http://www.phishtank.com/phish_detail.php?phish_id=8021450,2023-01-31T08:03:14+00:00,yes,2023-02-01T22:03:55+00:00,yes,Mercari,payment.dobbu.cn,,
6210,8021446,https://busy-kilby.88-208-199-128.plesk.page/managehosting,http://www.phishtank.com/phish_detail.php?phish_id=8021446,2023-01-31T08:00:17+00:00,yes,2023-01-31T08:04:46+00:00,yes,Other,busy-kilby.88-208-199-128.plesk.page,,
6211,8021445,https://kiteforfriends.com/clienti/it/,http://www.phishtank.com/phish_detail.php?phish_id=8021445,2023-01-31T08:00:13+00:00,yes,2023-01-31T08:04:46+00:00,yes,Other,kiteforfriends.com,,
6212,8021441,https://www.bnppraibas.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021441,2023-01-31T07:44:32+00:00,yes,2023-02-02T07:42:25+00:00,yes,Other,www.bnppraibas.com,,
6213,8021440,https://kwresearch.com.au/.well-known/pki-validation/spexi/swiss/com/clients/username.php,http://www.phishtank.com/phish_detail.php?phish_id=8021440,2023-01-31T07:41:02+00:00,yes,2023-02-03T15:32:56+00:00,yes,Other,kwresearch.com.au,,
6216,8021435,https://admiring-fermat.149-28-163-177.plesk.page/docsssd/67387/,http://www.phishtank.com/phish_detail.php?phish_id=8021435,2023-01-31T07:34:30+00:00,yes,2023-01-31T07:42:19+00:00,yes,Optus,admiring-fermat.149-28-163-177.plesk.page,,
6218,8021434,https://wittofitgames.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021434,2023-01-31T07:33:34+00:00,yes,2023-01-31T07:42:19+00:00,yes,Other,wittofitgames.com,,
6219,8021432,https://xmasjoy.net/,http://www.phishtank.com/phish_detail.php?phish_id=8021432,2023-01-31T07:33:22+00:00,yes,2023-01-31T07:42:19+00:00,yes,Optus,xmasjoy.net,,
6224,8021423,http://resetaccessoweb.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021423,2023-01-31T07:18:18+00:00,yes,2023-01-31T07:22:20+00:00,yes,Other,resetaccessoweb.com,,
6226,8021421,https://dispositivoconfigurazione.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021421,2023-01-31T07:15:45+00:00,yes,2023-01-31T07:22:20+00:00,yes,Other,dispositivoconfigurazione.com,,
6227,8021419,https://corporatedefenseetl.com/wp-admin/widgs/204d505e4ce918334/,http://www.phishtank.com/phish_detail.php?phish_id=8021419,2023-01-31T07:15:05+00:00,yes,2023-01-31T07:22:20+00:00,yes,Other,corporatedefenseetl.com,,
6230,8021415,http://cfg.me/webBPER,http://www.phishtank.com/phish_detail.php?phish_id=8021415,2023-01-31T07:13:44+00:00,yes,2023-01-31T07:22:20+00:00,yes,Other,cfg.me,,
6231,8021412,https://portalebperbancaweb.affanislamicinstitute.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021412,2023-01-31T07:08:39+00:00,yes,2023-01-31T07:12:40+00:00,yes,Other,portalebperbancaweb.affanislamicinstitute.com,,
6234,8021402,https://internet-banking.dbs.com.sg.farmfreshz.com,http://www.phishtank.com/phish_detail.php?phish_id=8021402,2023-01-31T06:03:03+00:00,yes,2023-01-31T06:13:11+00:00,yes,HSBC Group,internet-banking.dbs.com.sg.farmfreshz.com,,
6237,8021390,http://mxitwznvci.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=8021390,2023-01-31T05:01:41+00:00,yes,2023-01-31T05:04:20+00:00,yes,Apple,mxitwznvci.duckdns.org,,
6238,8021387,https://investigate-wellsfargo-encryption.com/login/sign-in/signOnV2Screen.go/verify.php?auth&amp;apitoken=ddl85bsswcxf220,http://www.phishtank.com/phish_detail.php?phish_id=8021387,2023-01-31T04:46:45+00:00,yes,2023-01-31T06:42:19+00:00,yes,Wells Fargo,investigate-wellsfargo-encryption.com,,
6240,8021385,https://grabapp.top/,http://www.phishtank.com/phish_detail.php?phish_id=8021385,2023-01-31T04:36:43+00:00,yes,2023-01-31T04:41:38+00:00,yes,Other,grabapp.top,,
6241,8021384,https://gigtm4.webwave.dev/,http://www.phishtank.com/phish_detail.php?phish_id=8021384,2023-01-31T04:23:56+00:00,yes,2023-01-31T04:32:39+00:00,yes,Yahoo,gigtm4.webwave.dev,,
6242,8021383,https://frosty-pike.54-39-201-111.plesk.page/id/,http://www.phishtank.com/phish_detail.php?phish_id=8021383,2023-01-31T04:21:12+00:00,yes,2023-01-31T05:04:20+00:00,yes,DHL,frosty-pike.54-39-201-111.plesk.page,,
6244,8021380,https://ib.mizuhobank.idphr.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021380,2023-01-31T04:09:44+00:00,yes,2023-01-31T05:04:20+00:00,yes,Other,ib.mizuhobank.idphr.com,,
6245,8021379,https://moverreez.xyz/excl/anydomain.php,http://www.phishtank.com/phish_detail.php?phish_id=8021379,2023-01-31T04:08:42+00:00,yes,2023-01-31T04:12:51+00:00,yes,Other,moverreez.xyz,,
6247,8021377,https://a5mfcu.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021377,2023-01-31T03:53:46+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,a5mfcu.web.app,,
6248,8021376,https://a5mfcu.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021376,2023-01-31T03:53:38+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,a5mfcu.firebaseapp.com,,
6257,8021367,https://awedencmb.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021367,2023-01-31T03:52:25+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,awedencmb.web.app,,
6258,8021366,https://awedencmb.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021366,2023-01-31T03:52:18+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,awedencmb.firebaseapp.com,,
6263,8021361,https://controledom01.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=8021361,2023-01-31T03:51:45+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,controledom01.web.app,,
6264,8021360,https://controledom01.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=8021360,2023-01-31T03:51:39+00:00,yes,2023-01-31T04:04:28+00:00,yes,Other,controledom01.firebaseapp.com,,
